task_id,title,description,priority,status,assignee,project,created_date,due_date,completed_date,tags,estimated_hours,actual_hours,dependencies,progress_percent,comments_count,last_updated
TASK-0671,Optimize DB queries,Customer-facing improvements,Medium,Done,Bhanu,AuthService,2025-09-13,2025-09-26,2025-09-23,"api,ux,backend",24,30,,100,12,2025-09-16
TASK-0672,Integrate payment gateway,Detailed work on feature as per spec,Medium,In Progress,Faisal,ML-Pipeline,2025-09-08,2025-09-18,,"ml,frontend",16,,,57,9,2025-10-14
TASK-0673,Optimize DB queries,DevOps tasks for deployment,Low,Todo,Jaya,Platform,2025-07-22,2025-08-10,,"data,research,backend",8,,,0,11,2025-09-17
TASK-0674,Implement caching layer,Data pipeline and ETL,Low,In Progress,Harish,Analytics,2025-09-02,2025-09-17,,"research,ux,backend",8,,TASK-421,59,1,2025-10-05
TASK-0675,Implement auth API,DevOps tasks for deployment,Medium,In Progress,Aisha,Platform,2025-09-03,2025-10-10,,"research,bug",4,,,77,3,2025-10-07
TASK-0676,Create dashboard widgets,DevOps tasks for deployment,High,Todo,Harish,Ops,2025-07-23,2025-08-07,,performance,16,,,0,2,2025-08-15
TASK-0677,Investigate latency issue,Customer-facing improvements,Medium,In Progress,Gayathri,Onboarding,2025-08-24,2025-10-02,,"backend,performance",4,,TASK-331,59,7,2025-09-30
TASK-0678,Add feature flags,Testing and QA tasks,Medium,Review,Deepak,Ops,2025-08-30,2025-10-08,,devops,8,,,73,1,2025-09-07
TASK-0679,Prototype new UI,Testing and QA tasks,Critical,In Progress,Faisal,Payments,2025-07-22,2025-08-07,,research,8,,,39,11,2025-07-25
TASK-0680,Build notification service,Documentation and handover,Low,Done,Aisha,ML-Pipeline,2025-09-18,2025-10-15,2025-09-21,"api,performance",8,6,,100,3,2025-09-23
TASK-0681,Conduct A/B test,Data pipeline and ETL,Low,In Progress,Jaya,Analytics,2025-09-04,2025-10-03,,devops,4,,,51,3,2025-10-03
TASK-0682,Design user onboarding flow,Detailed work on feature as per spec,Medium,In Progress,Bhanu,Analytics,2025-08-29,2025-09-20,,performance,16,,,15,15,2025-08-30
TASK-0683,Set up CI/CD pipeline,Testing and QA tasks,Low,Done,Chitra,Ops,2025-10-13,2025-10-24,2025-10-29,ml,24,32,TASK-215,100,13,2025-10-13
TASK-0684,Deploy model to staging,Frontend design and interaction,Low,In Progress,Chitra,Scheduler,2025-08-29,2025-09-08,,backend,24,,,56,8,2025-10-07
TASK-0685,Train intent classifier,Detailed work on feature as per spec,High,In Progress,Harish,Onboarding,2025-09-26,2025-10-25,,data,24,,,72,3,2025-09-26
TASK-0686,Annotate training data,Data pipeline and ETL,Low,Done,Bhanu,ML-Pipeline,2025-08-16,2025-09-14,2025-09-19,"ml,backend",16,17,,100,11,2025-09-24
TASK-0687,Add feature flags,Backend APIs and integration,Medium,Review,Jaya,Payments,2025-09-28,2025-10-15,,"ml,ux,devops",4,,,79,3,2025-10-05
TASK-0688,Write unit tests for scheduler,Model training and evaluation,Low,Review,Faisal,ML-Pipeline,2025-07-21,2025-08-30,,"data,research,ml",16,,,88,12,2025-10-09
TASK-0689,Implement auth API,Data pipeline and ETL,Critical,Todo,Aisha,Payments,2025-09-24,2025-10-22,,"backend,api",24,,,0,12,2025-10-08
TASK-0690,Optimize DB queries,Documentation and handover,Medium,In Progress,Bhanu,Notifications,2025-07-23,2025-08-27,,"bug,ml",16,,,67,14,2025-10-15
TASK-0691,Integrate payment gateway,Testing and QA tasks,High,In Progress,Faisal,Dashboard,2025-07-24,2025-07-28,,"ml,frontend,devops",24,,,20,4,2025-09-06
TASK-0692,Data ingestion from 3rd-party,Documentation and handover,Medium,Done,Bhanu,Platform,2025-09-21,2025-10-19,2025-10-23,ml,8,11,TASK-363,100,1,2025-10-08
TASK-0693,Annotate training data,DevOps tasks for deployment,Low,Done,Irfan,Scheduler,2025-08-28,2025-09-10,2025-08-31,"ml,devops,ux",40,61,,100,12,2025-09-15
TASK-0694,Evaluate model accuracy,DevOps tasks for deployment,Critical,Done,Harish,Analytics,2025-09-27,2025-10-19,2025-09-27,research,40,50,,100,4,2025-10-01
TASK-0695,Write API documentation,Frontend design and interaction,High,Done,Deepak,Dashboard,2025-09-24,2025-11-07,2025-10-20,"ux,devops",8,11,TASK-283,100,4,2025-09-30
TASK-0696,Improve logging & monitoring,Frontend design and interaction,Medium,Blocked,Aisha,AuthService,2025-08-09,2025-08-31,,"frontend,api,devops",24,,,39,14,2025-08-28
TASK-0697,Create task scheduler,Testing and QA tasks,High,Done,Aisha,Dashboard,2025-09-12,2025-09-22,2025-09-26,"ux,ml",24,32,,100,11,2025-09-27
TASK-0698,Create data backup job,Documentation and handover,High,Done,Gayathri,Onboarding,2025-07-25,2025-08-03,2025-08-07,"research,ux",40,37,,100,0,2025-08-06
TASK-0699,Migrate DB schema,Documentation and handover,Low,In Progress,Jaya,Dashboard,2025-07-21,2025-08-10,,api,40,,,77,12,2025-07-26
TASK-0700,Fix production bug - payment,Backend APIs and integration,Medium,Blocked,Bhanu,Ops,2025-10-02,2025-10-12,,bug,40,,,2,11,2025-10-12
TASK-0701,Create onboarding emails,Documentation and handover,High,In Progress,Irfan,Onboarding,2025-08-24,2025-10-06,,"performance,backend,devops",40,,TASK-646,47,13,2025-10-14
TASK-0702,Design user onboarding flow,Documentation and handover,High,In Progress,Faisal,Analytics,2025-09-13,2025-10-03,,"backend,bug",24,,,38,6,2025-10-03
TASK-0703,Implement caching layer,Performance improvements and profiling,High,Blocked,Chitra,ML-Pipeline,2025-10-03,2025-10-27,,"ux,data",8,,,5,12,2025-10-08
TASK-0704,Fix production bug - payment,Documentation and handover,Medium,Blocked,Deepak,Notifications,2025-08-13,2025-09-07,,"api,bug",8,,,7,6,2025-09-21
TASK-0705,Optimize image processing,DevOps tasks for deployment,High,In Progress,Irfan,Platform,2025-09-22,2025-10-20,,"frontend,devops,ux",4,,,56,10,2025-10-09
TASK-0706,Annotate training data,Performance improvements and profiling,Low,In Progress,Esha,Ops,2025-08-03,2025-08-11,,"devops,api",4,,,24,0,2025-10-05
TASK-0707,Write unit tests for scheduler,Data pipeline and ETL,Low,Todo,Deepak,Scheduler,2025-10-13,2025-11-03,,backend,40,,,0,6,2025-10-14
TASK-0708,Create dashboard widgets,DevOps tasks for deployment,Medium,Review,Gayathri,Notifications,2025-08-29,2025-09-17,,"bug,ux",8,,,72,10,2025-10-12
TASK-0709,Write unit tests for scheduler,DevOps tasks for deployment,Medium,Todo,Irfan,ML-Pipeline,2025-08-07,2025-08-30,,ux,8,,,0,8,2025-08-13
TASK-0710,Improve logging & monitoring,Customer-facing improvements,Medium,In Progress,Bhanu,Scheduler,2025-10-12,2025-11-19,,"data,backend",16,,,23,2,2025-10-14
TASK-0711,Refactor legacy code,Model training and evaluation,Critical,Review,Jaya,ML-Pipeline,2025-08-20,2025-08-31,,"devops,api",16,,,80,13,2025-08-29
TASK-0712,Conduct A/B test,DevOps tasks for deployment,Critical,In Progress,Aisha,Ops,2025-10-08,2025-11-02,,"frontend,ux,data",40,,,25,7,2025-10-10
TASK-0713,Setup feature rollout,Frontend design and interaction,Low,Done,Bhanu,Analytics,2025-10-03,2025-10-12,2025-10-09,"performance,ux,data",24,17,,100,5,2025-10-14
TASK-0714,Deploy model to staging,Model training and evaluation,Medium,Todo,Gayathri,Payments,2025-09-15,2025-10-10,,"frontend,bug,api",4,,,0,1,2025-10-06
TASK-0715,Annotate training data,Backend APIs and integration,Low,Done,Irfan,Onboarding,2025-10-14,2025-11-06,2025-10-26,"backend,bug",4,6,TASK-636,100,6,2025-10-15
TASK-0716,Integrate payment gateway,Frontend design and interaction,Medium,In Progress,Harish,Scheduler,2025-08-11,2025-08-23,,"backend,ux",40,,,20,9,2025-08-24
TASK-0717,Annotate training data,Frontend design and interaction,Medium,Todo,Bhanu,ML-Pipeline,2025-09-20,2025-10-31,,ux,16,,,0,3,2025-10-11
TASK-0718,Prototype new UI,Backend APIs and integration,Medium,In Progress,Deepak,ML-Pipeline,2025-09-20,2025-10-18,,bug,4,,,66,3,2025-10-06
TASK-0719,Create task scheduler,Testing and QA tasks,Critical,In Progress,Irfan,Platform,2025-08-25,2025-10-01,,"devops,research,bug",8,,,30,13,2025-09-19
TASK-0720,Deploy model to staging,Performance improvements and profiling,Low,Todo,Bhanu,Analytics,2025-08-04,2025-09-06,,"performance,research,api",16,,,0,6,2025-08-15
TASK-0721,Data ingestion from 3rd-party,Customer-facing improvements,High,In Progress,Chitra,Analytics,2025-10-08,2025-11-14,,backend,16,,,50,13,2025-10-10
TASK-0722,User research interviews,Testing and QA tasks,Medium,Todo,Deepak,AuthService,2025-08-17,2025-08-31,,bug,4,,,0,0,2025-08-19
TASK-0723,Optimize image processing,Performance improvements and profiling,Low,Review,Esha,Onboarding,2025-09-14,2025-10-29,,"ml,performance",8,,,71,4,2025-09-29
TASK-0724,Fix production bug - payment,Model training and evaluation,High,In Progress,Jaya,Notifications,2025-09-18,2025-11-01,,"research,performance,backend",24,,,53,15,2025-09-26
TASK-0725,Fix production bug - payment,Detailed work on feature as per spec,Medium,In Progress,Harish,Scheduler,2025-07-22,2025-08-08,,frontend,4,,TASK-501,13,10,2025-08-12
TASK-0726,Implement caching layer,Model training and evaluation,Critical,Review,Gayathri,Notifications,2025-08-07,2025-08-28,,"ux,research",4,,,76,15,2025-09-01
TASK-0727,Build notification service,DevOps tasks for deployment,Critical,In Progress,Bhanu,AuthService,2025-09-15,2025-09-20,,"ml,frontend",4,,,52,14,2025-10-04
TASK-0728,Conduct A/B test,Detailed work on feature as per spec,Medium,In Progress,Deepak,Payments,2025-09-04,2025-09-09,,"backend,ml,bug",16,,,49,1,2025-09-29
TASK-0729,Evaluate model accuracy,Frontend design and interaction,Critical,In Progress,Deepak,Scheduler,2025-07-26,2025-08-10,,"api,backend",24,,TASK-252,72,5,2025-08-13
TASK-0730,Prototype new UI,Testing and QA tasks,Low,Review,Gayathri,Platform,2025-08-07,2025-08-11,,"ml,bug,data",4,,TASK-107,70,0,2025-08-14
TASK-0731,Setup feature rollout,Performance improvements and profiling,High,Todo,Deepak,Onboarding,2025-08-03,2025-09-09,,backend,24,,,0,12,2025-09-29
TASK-0732,Optimize image processing,Data pipeline and ETL,Medium,Review,Faisal,ML-Pipeline,2025-08-14,2025-08-26,,"data,bug",8,,TASK-653,82,5,2025-09-06
TASK-0733,Implement caching layer,Detailed work on feature as per spec,Medium,In Progress,Aisha,ML-Pipeline,2025-08-23,2025-09-29,,performance,8,,,50,13,2025-09-18
TASK-0734,Improve logging & monitoring,Documentation and handover,Medium,In Progress,Faisal,Analytics,2025-09-03,2025-10-18,,"ml,data",8,,,29,11,2025-10-02
TASK-0735,Prototype new UI,Performance improvements and profiling,Medium,In Progress,Gayathri,Scheduler,2025-08-15,2025-08-24,,"api,research,performance",4,,TASK-346,75,13,2025-08-26
TASK-0736,Improve logging & monitoring,Detailed work on feature as per spec,Medium,In Progress,Chitra,Notifications,2025-07-19,2025-08-27,,performance,40,,,30,10,2025-09-16
TASK-0737,Write unit tests for scheduler,Frontend design and interaction,High,In Progress,Jaya,Ops,2025-08-08,2025-09-20,,frontend,4,,TASK-9,11,10,2025-09-22
TASK-0738,Optimize DB queries,Frontend design and interaction,Critical,In Progress,Bhanu,Analytics,2025-07-27,2025-08-19,,"api,ux,bug",8,,,17,5,2025-08-15
TASK-0739,Create dashboard widgets,Performance improvements and profiling,Low,Done,Gayathri,Scheduler,2025-08-04,2025-09-11,2025-09-13,"research,devops",4,5,TASK-456,100,4,2025-09-21
TASK-0740,Write API documentation,Performance improvements and profiling,Medium,Blocked,Jaya,Analytics,2025-08-19,2025-09-28,,"ml,api,backend",24,,,21,2,2025-10-14
TASK-0741,Annotate training data,Backend APIs and integration,Low,Review,Gayathri,Scheduler,2025-09-30,2025-11-14,,bug,16,,,81,15,2025-09-30
TASK-0742,Fix production bug - payment,Customer-facing improvements,Medium,Todo,Esha,Payments,2025-08-10,2025-08-30,,"backend,api,bug",8,,TASK-245,0,13,2025-09-22
TASK-0743,Implement auth API,Model training and evaluation,High,Blocked,Harish,AuthService,2025-09-02,2025-10-10,,ml,40,,TASK-588,24,6,2025-10-02
TASK-0744,Evaluate model accuracy,Performance improvements and profiling,Low,Review,Gayathri,Analytics,2025-08-29,2025-10-03,,"performance,bug",8,,,87,15,2025-09-16
TASK-0745,Set up CI/CD pipeline,Backend APIs and integration,Critical,Done,Bhanu,Analytics,2025-08-10,2025-08-20,2025-08-10,frontend,8,5,,100,2,2025-08-19
TASK-0746,Design user onboarding flow,Detailed work on feature as per spec,High,In Progress,Jaya,AuthService,2025-09-25,2025-11-04,,"api,bug,frontend",40,,TASK-722,22,5,2025-09-27
TASK-0747,Migrate DB schema,Backend APIs and integration,Low,Blocked,Deepak,Payments,2025-10-08,2025-10-16,,"bug,data",8,,,31,5,2025-10-15
TASK-0748,Data ingestion from 3rd-party,Customer-facing improvements,High,Todo,Chitra,Platform,2025-10-14,2025-10-22,,devops,16,,TASK-556,0,2,2025-10-14
TASK-0749,Create dashboard widgets,Testing and QA tasks,High,Todo,Gayathri,Ops,2025-09-07,2025-10-18,,"data,research",8,,,0,0,2025-09-23
TASK-0750,Data ingestion from 3rd-party,Frontend design and interaction,Low,Todo,Faisal,Onboarding,2025-07-27,2025-08-26,,api,4,,,0,11,2025-10-12
TASK-0751,Add feature flags,Backend APIs and integration,Medium,Review,Faisal,ML-Pipeline,2025-08-30,2025-10-02,,"api,research",24,,,77,5,2025-09-01
TASK-0752,Migrate DB schema,Testing and QA tasks,Medium,Done,Faisal,Dashboard,2025-08-16,2025-09-17,2025-09-13,ml,24,24,TASK-143,100,4,2025-09-10
TASK-0753,Annotate training data,Detailed work on feature as per spec,Medium,Done,Chitra,Scheduler,2025-07-31,2025-08-14,2025-08-06,backend,24,25,,100,12,2025-08-20
TASK-0754,Data ingestion from 3rd-party,DevOps tasks for deployment,Low,Todo,Jaya,ML-Pipeline,2025-08-20,2025-09-19,,api,4,,,0,15,2025-09-27
TASK-0755,Data ingestion from 3rd-party,Frontend design and interaction,Low,Done,Deepak,Dashboard,2025-08-13,2025-08-16,2025-08-17,"ml,bug,research",40,41,TASK-133,100,11,2025-08-29
TASK-0756,Annotate training data,Customer-facing improvements,Critical,Todo,Harish,Analytics,2025-08-22,2025-09-09,,bug,8,,,0,8,2025-09-26
TASK-0757,Train intent classifier,Customer-facing improvements,High,Review,Chitra,Analytics,2025-07-26,2025-09-03,,ux,40,,,85,15,2025-07-28
TASK-0758,Train intent classifier,DevOps tasks for deployment,High,In Progress,Chitra,Ops,2025-09-03,2025-09-11,,"api,ux,research",4,,,29,4,2025-09-26
TASK-0759,Create data backup job,Detailed work on feature as per spec,Medium,Todo,Aisha,Analytics,2025-08-30,2025-10-11,,"data,ml",16,,,0,6,2025-10-10
TASK-0760,Optimize DB queries,Customer-facing improvements,Medium,In Progress,Aisha,Payments,2025-08-08,2025-09-12,,"devops,performance",24,,,6,6,2025-08-26
TASK-0761,Data ingestion from 3rd-party,Detailed work on feature as per spec,Low,Review,Gayathri,AuthService,2025-08-28,2025-09-29,,api,24,,,94,3,2025-09-14
TASK-0762,Improve logging & monitoring,Model training and evaluation,Low,Review,Esha,Scheduler,2025-07-31,2025-08-11,,"backend,frontend",4,,,85,4,2025-09-09
TASK-0763,Setup feature rollout,Performance improvements and profiling,Medium,Review,Faisal,Dashboard,2025-09-22,2025-10-15,,"backend,research,bug",40,,,86,4,2025-10-07
TASK-0764,Create task scheduler,Backend APIs and integration,Low,Todo,Chitra,Payments,2025-10-03,2025-10-29,,"bug,frontend",24,,,0,1,2025-10-11
TASK-0765,Deploy model to staging,Performance improvements and profiling,Medium,In Progress,Bhanu,Payments,2025-08-18,2025-08-31,,research,8,,,76,7,2025-09-17
TASK-0766,Implement auth API,Detailed work on feature as per spec,Low,Todo,Chitra,Scheduler,2025-08-11,2025-09-03,,"performance,ux",4,,,0,13,2025-08-19
TASK-0767,Implement auth API,Data pipeline and ETL,Medium,Todo,Jaya,ML-Pipeline,2025-10-14,2025-11-08,,"frontend,bug,ml",24,,,0,9,2025-10-15
TASK-0768,Prototype new UI,Testing and QA tasks,Medium,Todo,Deepak,Ops,2025-09-12,2025-10-06,,bug,16,,,0,14,2025-10-14
TASK-0769,Conduct A/B test,Performance improvements and profiling,Low,Todo,Gayathri,AuthService,2025-09-18,2025-10-03,,"research,devops,ux",16,,,0,6,2025-10-04
TASK-0770,Design user onboarding flow,Model training and evaluation,Low,Done,Faisal,Payments,2025-08-12,2025-09-08,2025-09-01,"performance,ml",24,25,,100,3,2025-08-12
TASK-0771,Create data backup job,Detailed work on feature as per spec,Medium,Done,Esha,Onboarding,2025-09-06,2025-10-07,2025-09-30,"ux,ml,frontend",4,3,,100,2,2025-09-23
TASK-0772,Deploy model to staging,Detailed work on feature as per spec,Low,Todo,Bhanu,Notifications,2025-09-26,2025-10-15,,"devops,frontend",4,,,0,3,2025-09-28
TASK-0773,Implement caching layer,Data pipeline and ETL,Medium,Done,Irfan,Notifications,2025-09-10,2025-09-14,2025-09-19,"frontend,ml",8,5,,100,13,2025-10-09
TASK-0774,Deploy model to staging,Frontend design and interaction,Critical,In Progress,Aisha,AuthService,2025-09-09,2025-09-30,,"api,devops,research",4,,,29,0,2025-09-11
TASK-0775,Create data backup job,Customer-facing improvements,High,In Progress,Harish,Payments,2025-10-08,2025-10-29,,"frontend,bug",24,,,74,11,2025-10-10
TASK-0776,Train intent classifier,Testing and QA tasks,Medium,In Progress,Faisal,ML-Pipeline,2025-08-31,2025-09-21,,api,40,,,60,8,2025-09-08
TASK-0777,Train intent classifier,Testing and QA tasks,Medium,In Progress,Irfan,Scheduler,2025-10-09,2025-11-02,,"ml,bug,ux",40,,TASK-211,55,3,2025-10-13
TASK-0778,Prototype new UI,Detailed work on feature as per spec,Medium,In Progress,Esha,Platform,2025-07-21,2025-08-03,,"devops,bug,api",4,,,52,12,2025-08-18
TASK-0779,Refactor legacy code,Testing and QA tasks,High,Review,Bhanu,Payments,2025-07-25,2025-09-07,,"ml,devops",4,,,95,15,2025-08-12
TASK-0780,Optimize image processing,Backend APIs and integration,Medium,In Progress,Gayathri,Notifications,2025-09-18,2025-10-25,,"frontend,devops,backend",4,,TASK-124,31,2,2025-09-26
TASK-0781,Improve logging & monitoring,Backend APIs and integration,Medium,In Progress,Gayathri,Onboarding,2025-07-17,2025-08-27,,"bug,performance",16,,,59,15,2025-10-06
TASK-0782,Fix production bug - payment,Customer-facing improvements,Low,In Progress,Aisha,ML-Pipeline,2025-09-04,2025-09-29,,research,24,,,54,3,2025-10-01
TASK-0783,Migrate DB schema,Customer-facing improvements,Medium,In Progress,Harish,Onboarding,2025-08-27,2025-09-01,,"frontend,api",16,,,15,3,2025-09-25
TASK-0784,Evaluate model accuracy,Testing and QA tasks,Low,Done,Aisha,Analytics,2025-09-05,2025-10-13,2025-10-03,ux,24,16,,100,14,2025-09-09
TASK-0785,User research interviews,Frontend design and interaction,Medium,Review,Gayathri,Platform,2025-07-23,2025-07-29,,"ux,frontend",40,,,79,1,2025-08-29
TASK-0786,Fix production bug - payment,Testing and QA tasks,Medium,Review,Bhanu,Payments,2025-08-14,2025-09-17,,backend,24,,,94,1,2025-09-02
TASK-0787,Create dashboard widgets,Data pipeline and ETL,Medium,Review,Harish,Payments,2025-08-19,2025-08-29,,ml,8,,TASK-620,70,15,2025-09-11
TASK-0788,Create onboarding emails,Performance improvements and profiling,Low,In Progress,Faisal,Platform,2025-10-01,2025-10-30,,"backend,research",24,,,59,2,2025-10-05
TASK-0789,Implement role based access,Testing and QA tasks,Medium,In Progress,Deepak,Scheduler,2025-09-29,2025-10-03,,frontend,40,,TASK-202,62,11,2025-10-07
TASK-0790,Write API documentation,Backend APIs and integration,Critical,Review,Jaya,Dashboard,2025-09-30,2025-11-07,,devops,8,,TASK-137,70,1,2025-09-30
TASK-0791,Integrate payment gateway,DevOps tasks for deployment,Medium,In Progress,Aisha,Notifications,2025-09-27,2025-10-20,,api,8,,TASK-487,66,3,2025-10-02
TASK-0792,Evaluate model accuracy,DevOps tasks for deployment,Medium,In Progress,Bhanu,Scheduler,2025-07-21,2025-08-01,,"ml,frontend,api",40,,,14,7,2025-10-09
TASK-0793,Conduct A/B test,Performance improvements and profiling,High,In Progress,Deepak,Notifications,2025-08-23,2025-08-29,,"backend,bug",24,,TASK-688,52,7,2025-10-09
TASK-0794,Optimize image processing,Frontend design and interaction,Medium,Done,Irfan,Dashboard,2025-07-24,2025-09-05,2025-08-03,ux,40,35,,100,13,2025-08-01
TASK-0795,Prototype new UI,Backend APIs and integration,High,Blocked,Aisha,Analytics,2025-09-09,2025-10-07,,"api,bug",16,,,30,15,2025-10-03
TASK-0796,Conduct A/B test,Customer-facing improvements,Medium,Done,Jaya,Ops,2025-07-22,2025-08-30,2025-07-30,"bug,frontend",24,37,,100,8,2025-08-25
TASK-0797,Create data backup job,Model training and evaluation,Medium,Todo,Faisal,Payments,2025-08-03,2025-08-18,,"research,devops",16,,,0,13,2025-08-27
TASK-0798,Conduct A/B test,Customer-facing improvements,High,Todo,Esha,Payments,2025-07-19,2025-08-14,,"data,ux,bug",8,,,0,3,2025-08-25
TASK-0799,Investigate latency issue,Data pipeline and ETL,Low,Blocked,Faisal,Scheduler,2025-07-24,2025-08-27,,"devops,performance",24,,,34,10,2025-08-11
TASK-0800,Set up CI/CD pipeline,Customer-facing improvements,Low,Todo,Gayathri,Platform,2025-08-25,2025-08-28,,devops,16,,,0,8,2025-09-26
TASK-0801,Refactor legacy code,Performance improvements and profiling,Low,Todo,Gayathri,ML-Pipeline,2025-07-30,2025-08-08,,"performance,ux",16,,TASK-186,0,1,2025-08-07
TASK-0802,Set up CI/CD pipeline,Backend APIs and integration,Medium,In Progress,Bhanu,Dashboard,2025-09-18,2025-09-23,,"ux,backend,data",4,,,40,7,2025-09-25
TASK-0803,Write unit tests for scheduler,Customer-facing improvements,Medium,Blocked,Irfan,Analytics,2025-09-14,2025-09-26,,data,40,,,24,6,2025-09-15
TASK-0804,Create dashboard widgets,Backend APIs and integration,Medium,Review,Esha,ML-Pipeline,2025-09-29,2025-10-08,,performance,8,,,75,8,2025-10-02
TASK-0805,Design user onboarding flow,Data pipeline and ETL,Medium,In Progress,Jaya,Dashboard,2025-08-18,2025-09-03,,frontend,4,,,61,12,2025-10-11
TASK-0806,Fix production bug - payment,Performance improvements and profiling,Low,Blocked,Deepak,ML-Pipeline,2025-08-20,2025-09-25,,"bug,backend",24,,,38,6,2025-09-12
TASK-0807,Build notification service,Backend APIs and integration,Medium,Review,Gayathri,Scheduler,2025-08-24,2025-09-09,,bug,16,,,92,7,2025-09-17
TASK-0808,Fix production bug - payment,Documentation and handover,Critical,Review,Jaya,Payments,2025-07-24,2025-07-31,,"backend,performance",40,,,70,13,2025-09-19
TASK-0809,Optimize image processing,Performance improvements and profiling,Low,In Progress,Deepak,Notifications,2025-08-29,2025-09-17,,"ml,ux",8,,,71,6,2025-08-31
TASK-0810,Evaluate model accuracy,Testing and QA tasks,Low,Todo,Chitra,AuthService,2025-07-28,2025-09-04,,research,4,,,0,9,2025-08-15
TASK-0811,Create data backup job,Performance improvements and profiling,Low,Done,Deepak,Dashboard,2025-09-05,2025-09-18,2025-09-21,devops,4,4,,100,15,2025-10-02
TASK-0812,Implement role based access,Frontend design and interaction,Low,Done,Deepak,Ops,2025-10-05,2025-10-12,2025-10-17,research,8,9,,100,5,2025-10-07
TASK-0813,Prototype new UI,Frontend design and interaction,Low,Todo,Chitra,Notifications,2025-08-10,2025-08-14,,"data,backend,performance",8,,TASK-481,0,11,2025-09-14
TASK-0814,Improve logging & monitoring,Data pipeline and ETL,Medium,Review,Deepak,Scheduler,2025-07-25,2025-09-04,,frontend,24,,TASK-295,86,12,2025-10-03
TASK-0815,Prototype new UI,Performance improvements and profiling,High,In Progress,Irfan,Analytics,2025-07-29,2025-09-06,,"performance,research,ux",8,,,68,6,2025-08-07
TASK-0816,Fix production bug - payment,Testing and QA tasks,High,Todo,Gayathri,Dashboard,2025-08-27,2025-09-18,,"backend,bug",24,,TASK-17,0,4,2025-09-24
TASK-0817,Create data backup job,Customer-facing improvements,High,Review,Esha,Dashboard,2025-09-13,2025-09-25,,devops,24,,,84,11,2025-09-26
TASK-0818,Improve logging & monitoring,Frontend design and interaction,Medium,Todo,Chitra,AuthService,2025-09-07,2025-10-03,,bug,24,,,0,9,2025-09-29
TASK-0819,Setup feature rollout,DevOps tasks for deployment,Medium,Todo,Harish,AuthService,2025-08-30,2025-09-23,,research,40,,TASK-104,0,8,2025-09-02
TASK-0820,Design user onboarding flow,DevOps tasks for deployment,Low,In Progress,Aisha,ML-Pipeline,2025-08-24,2025-09-17,,"api,bug,data",16,,,71,14,2025-10-11
TASK-0821,Write API documentation,Performance improvements and profiling,High,Todo,Irfan,Ops,2025-08-11,2025-08-18,,performance,16,,,0,8,2025-08-29
TASK-0822,Build notification service,Data pipeline and ETL,Low,In Progress,Gayathri,Payments,2025-10-09,2025-10-14,,"backend,ml",8,,,29,13,2025-10-13
TASK-0823,Refactor legacy code,Model training and evaluation,Critical,Todo,Bhanu,Scheduler,2025-10-10,2025-10-29,,"api,frontend,devops",24,,,0,3,2025-10-10
TASK-0824,Add feature flags,Documentation and handover,High,In Progress,Faisal,ML-Pipeline,2025-09-11,2025-10-20,,"data,bug,ux",40,,TASK-699,80,7,2025-09-25
TASK-0825,Setup feature rollout,Detailed work on feature as per spec,Medium,In Progress,Irfan,Notifications,2025-08-12,2025-09-09,,ux,16,,,37,7,2025-09-09
TASK-0826,Implement role based access,Data pipeline and ETL,Medium,Todo,Bhanu,Platform,2025-08-11,2025-09-06,,"performance,ux",40,,,0,15,2025-08-19
TASK-0827,Conduct A/B test,Testing and QA tasks,Critical,Todo,Gayathri,Dashboard,2025-09-25,2025-10-24,,"backend,bug",16,,TASK-242,0,6,2025-10-07
TASK-0828,Deploy model to staging,Data pipeline and ETL,Low,Review,Chitra,Analytics,2025-09-24,2025-11-04,,"ux,performance",4,,TASK-85,74,13,2025-10-09
TASK-0829,Implement role based access,Backend APIs and integration,Critical,Blocked,Chitra,Onboarding,2025-10-14,2025-11-16,,backend,8,,,22,2,2025-10-14
TASK-0830,Create dashboard widgets,Model training and evaluation,Medium,Todo,Jaya,AuthService,2025-10-09,2025-11-20,,devops,8,,,0,9,2025-10-13
TASK-0831,Setup feature rollout,DevOps tasks for deployment,Low,Review,Chitra,AuthService,2025-08-16,2025-09-26,,"ml,data",4,,,92,1,2025-09-10
TASK-0832,Create data backup job,Testing and QA tasks,Medium,Review,Harish,Analytics,2025-08-10,2025-09-01,,"performance,ux",8,,,91,6,2025-09-09
TASK-0833,Improve logging & monitoring,Frontend design and interaction,High,Todo,Aisha,Ops,2025-09-29,2025-10-11,,api,8,,TASK-76,0,10,2025-10-06
TASK-0834,Migrate DB schema,Documentation and handover,Medium,Todo,Irfan,Ops,2025-09-06,2025-09-22,,"backend,bug",8,,,0,1,2025-09-22
TASK-0835,Evaluate model accuracy,Frontend design and interaction,High,In Progress,Gayathri,Analytics,2025-08-18,2025-08-29,,"performance,bug",40,,,28,8,2025-09-13
TASK-0836,Create task scheduler,Documentation and handover,High,In Progress,Aisha,Scheduler,2025-09-14,2025-10-19,,"api,research,devops",8,,,6,10,2025-10-07
TASK-0837,Train intent classifier,Detailed work on feature as per spec,Low,Blocked,Irfan,Payments,2025-09-17,2025-09-29,,"data,research",40,,,39,6,2025-09-30
TASK-0838,Conduct A/B test,Detailed work on feature as per spec,Medium,Review,Irfan,Notifications,2025-08-07,2025-09-08,,research,16,,TASK-604,85,14,2025-09-05
