task_id,title,description,priority,status,assignee,project,created_date,due_date,completed_date,tags,estimated_hours,actual_hours,dependencies,progress_percent,comments_count,last_updated,text,clean_text,deadline,days_left,workload_hours,priority_encoded
TASK-0101,Refactor legacy code,Backend APIs and integration,Medium,In Progress,Chitra,Dashboard,25-07-2025,28-08-2025,,"bug,ml,ux",8,,,27,9,10-08-2025,Refactor legacy code Backend APIs and integration,refactor legacy code backend apis integration,2025-11-05 23:47:31.673910,7,7,3
TASK-0102,Create dashboard widgets,Detailed work on feature as per spec,Critical,Done,Gayathri,Ops,10-10-2025,24-10-2025,29-10-2025,"ux,devops",40,28.0,,100,7,12-10-2025,Create dashboard widgets Detailed work on feature as per spec,create dashboard widget detailed work feature per spec,2025-10-31 23:47:31.673910,2,3,0
TASK-0103,Train intent classifier,Frontend design and interaction,Medium,Done,Faisal,ML-Pipeline,13-10-2025,01-11-2025,19-10-2025,frontend,16,13.0,TASK-1,100,13,13-10-2025,Train intent classifier Frontend design and interaction,train intent classifier frontend design interaction,2025-11-08 23:47:31.673910,10,7,3
TASK-0104,Implement role based access,Performance improvements and profiling,Medium,In Progress,Irfan,Dashboard,02-10-2025,04-11-2025,,"devops,ml,api",4,,,9,10,06-10-2025,Implement role based access Performance improvements and profiling,implement role based access performance improvement profiling,2025-11-08 23:47:31.673910,10,1,3
TASK-0105,Integrate payment gateway,Backend APIs and integration,Medium,Done,Chitra,AuthService,05-08-2025,13-08-2025,10-08-2025,"ux,api,backend",24,37.0,TASK-56,100,10,31-08-2025,Integrate payment gateway Backend APIs and integration,integrate payment gateway backend apis integration,2025-11-08 23:47:31.673910,10,3,3
TASK-0106,Optimize DB queries,Performance improvements and profiling,Medium,Review,Irfan,Notifications,22-07-2025,12-08-2025,,"devops,frontend",4,,,85,1,06-09-2025,Optimize DB queries Performance improvements and profiling,optimize db query performance improvement profiling,2025-11-08 23:47:31.673910,10,8,3
TASK-0107,Design user onboarding flow,Performance improvements and profiling,Low,Done,Jaya,ML-Pipeline,19-09-2025,28-09-2025,19-09-2025,ml,16,25.0,,100,15,04-10-2025,Design user onboarding flow Performance improvements and profiling,design user onboarding flow performance improvement profiling,2025-10-30 23:47:31.673910,1,1,2
TASK-0108,Implement role based access,Model training and evaluation,Low,In Progress,Chitra,Analytics,27-08-2025,22-09-2025,,api,4,,,64,8,02-10-2025,Implement role based access Model training and evaluation,implement role based access model training evaluation,2025-10-30 23:47:31.673910,1,7,2
TASK-0109,Implement auth API,Frontend design and interaction,High,Review,Bhanu,Analytics,06-08-2025,04-09-2025,,"devops,data,backend",24,,,87,7,05-10-2025,Implement auth API Frontend design and interaction,implement auth api frontend design interaction,2025-11-08 23:47:31.673910,10,7,1
TASK-0110,Data ingestion from 3rd-party,Backend APIs and integration,Medium,Done,Aisha,Platform,02-08-2025,07-09-2025,07-09-2025,"ux,ml,frontend",24,18.0,,100,4,07-08-2025,Data ingestion from 3rd-party Backend APIs and integration,data ingestion rd party backend apis integration,2025-11-07 23:47:31.673910,9,5,3
TASK-0111,Deploy model to staging,Backend APIs and integration,Critical,In Progress,Chitra,Ops,11-09-2025,04-10-2025,,"frontend,ux,performance",40,,,46,14,11-09-2025,Deploy model to staging Backend APIs and integration,deploy model staging backend apis integration,2025-10-30 23:47:31.673910,1,2,0
TASK-0112,Create onboarding emails,Customer-facing improvements,Medium,Blocked,Bhanu,Dashboard,25-09-2025,07-10-2025,,"ux,frontend,data",40,,,22,13,03-10-2025,Create onboarding emails Customer-facing improvements,create onboarding email customer facing improvement,2025-11-05 23:47:31.673910,7,8,3
TASK-0113,Evaluate model accuracy,Documentation and handover,Medium,In Progress,Chitra,Notifications,24-08-2025,05-09-2025,,"ux,performance,backend",24,,,47,1,10-10-2025,Evaluate model accuracy Documentation and handover,evaluate model accuracy documentation handover,2025-10-31 23:47:31.673910,2,4,3
TASK-0114,Write API documentation,Model training and evaluation,High,Todo,Esha,Notifications,09-09-2025,13-10-2025,,"frontend,devops,ml",16,,,0,8,05-10-2025,Write API documentation Model training and evaluation,write api documentation model training evaluation,2025-11-08 23:47:31.673910,10,2,1
TASK-0115,Fix production bug - payment,Backend APIs and integration,Low,Todo,Gayathri,ML-Pipeline,09-08-2025,04-09-2025,,data,8,,TASK-91,0,0,31-08-2025,Fix production bug - payment Backend APIs and integration,fix production bug payment backend apis integration,2025-11-06 23:47:31.673910,8,6,2
TASK-0116,Optimize DB queries,Data pipeline and ETL,High,Todo,Harish,Onboarding,29-08-2025,13-09-2025,,"bug,api",40,,,0,7,21-09-2025,Optimize DB queries Data pipeline and ETL,optimize db query data pipeline etl,2025-11-07 23:47:31.673910,9,1,1
TASK-0117,Write API documentation,Customer-facing improvements,Medium,Done,Harish,Ops,05-08-2025,30-08-2025,16-08-2025,research,4,3.0,,100,7,02-09-2025,Write API documentation Customer-facing improvements,write api documentation customer facing improvement,2025-10-31 23:47:31.673910,2,8,3
TASK-0118,Add feature flags,Data pipeline and ETL,Low,In Progress,Aisha,Onboarding,15-08-2025,26-08-2025,,"ml,backend,devops",16,,,44,13,11-10-2025,Add feature flags Data pipeline and ETL,add feature flag data pipeline etl,2025-11-04 23:47:31.673910,6,4,2
TASK-0119,Evaluate model accuracy,Testing and QA tasks,Medium,Todo,Esha,Platform,27-07-2025,24-08-2025,,"frontend,backend,bug",40,,,0,15,04-08-2025,Evaluate model accuracy Testing and QA tasks,evaluate model accuracy testing qa task,2025-11-05 23:47:31.673910,7,3,3
TASK-0120,Train intent classifier,Model training and evaluation,Medium,Done,Esha,Notifications,20-09-2025,02-10-2025,06-10-2025,backend,40,40.0,,100,15,29-09-2025,Train intent classifier Model training and evaluation,train intent classifier model training evaluation,2025-11-10 23:47:31.673910,12,2,3
TASK-0121,Set up CI/CD pipeline,Performance improvements and profiling,Medium,Review,Jaya,Ops,20-09-2025,14-10-2025,,"devops,data,api",16,,,91,5,29-09-2025,Set up CI/CD pipeline Performance improvements and profiling,set ci cd pipeline performance improvement profiling,2025-11-11 23:47:31.673910,13,2,3
TASK-0122,Integrate payment gateway,Documentation and handover,Low,In Progress,Irfan,Scheduler,19-07-2025,12-08-2025,,"frontend,devops,bug",8,,,44,11,21-08-2025,Integrate payment gateway Documentation and handover,integrate payment gateway documentation handover,2025-10-29 23:47:31.673910,0,4,2
TASK-0123,Refactor legacy code,Model training and evaluation,Medium,Todo,Aisha,Ops,01-08-2025,12-09-2025,,api,8,,,0,13,07-08-2025,Refactor legacy code Model training and evaluation,refactor legacy code model training evaluation,2025-11-11 23:47:31.673910,13,6,3
TASK-0124,Create data backup job,Frontend design and interaction,Low,Todo,Gayathri,Ops,17-08-2025,29-08-2025,,"ml,frontend",24,,,0,1,17-08-2025,Create data backup job Frontend design and interaction,create data backup job frontend design interaction,2025-11-06 23:47:31.673910,8,2,2
TASK-0125,Improve logging & monitoring,Model training and evaluation,Low,Blocked,Jaya,Scheduler,13-08-2025,21-08-2025,,ux,24,,,30,12,13-08-2025,Improve logging & monitoring Model training and evaluation,improve logging monitoring model training evaluation,2025-10-29 23:47:31.673910,0,5,2
TASK-0126,Implement auth API,DevOps tasks for deployment,Low,In Progress,Aisha,Analytics,08-08-2025,23-08-2025,,backend,8,,,49,3,26-09-2025,Implement auth API DevOps tasks for deployment,implement auth api devops task deployment,2025-11-04 23:47:31.673910,6,1,2
TASK-0127,User research interviews,Customer-facing improvements,Medium,Todo,Aisha,Notifications,07-09-2025,09-10-2025,,"data,ux,bug",24,,,0,11,19-09-2025,User research interviews Customer-facing improvements,user research interview customer facing improvement,2025-11-07 23:47:31.673910,9,2,3
TASK-0128,Create dashboard widgets,Performance improvements and profiling,Low,Todo,Chitra,Payments,12-10-2025,21-11-2025,,"ml,frontend,bug",4,,,0,1,12-10-2025,Create dashboard widgets Performance improvements and profiling,create dashboard widget performance improvement profiling,2025-10-29 23:47:31.673910,0,3,2
TASK-0129,Add feature flags,Backend APIs and integration,Medium,Todo,Bhanu,Dashboard,19-08-2025,15-09-2025,,data,16,,,0,0,07-09-2025,Add feature flags Backend APIs and integration,add feature flag backend apis integration,2025-11-03 23:47:31.673910,5,7,3
TASK-0130,Deploy model to staging,Backend APIs and integration,Medium,In Progress,Jaya,Scheduler,22-08-2025,31-08-2025,,"ux,frontend,research",4,,,68,6,10-10-2025,Deploy model to staging Backend APIs and integration,deploy model staging backend apis integration,2025-11-02 23:47:31.673910,4,1,3
TASK-0131,Set up CI/CD pipeline,DevOps tasks for deployment,Critical,In Progress,Gayathri,Notifications,24-09-2025,29-09-2025,,"api,devops,ux",16,,,6,3,12-10-2025,Set up CI/CD pipeline DevOps tasks for deployment,set ci cd pipeline devops task deployment,2025-11-04 23:47:31.673910,6,1,0
TASK-0132,Add feature flags,Documentation and handover,Low,Todo,Irfan,AuthService,02-10-2025,21-10-2025,,"devops,api,research",16,,,0,9,07-10-2025,Add feature flags Documentation and handover,add feature flag documentation handover,2025-11-02 23:47:31.673910,4,4,2
TASK-0133,Create onboarding emails,Testing and QA tasks,Medium,Todo,Aisha,Onboarding,27-09-2025,11-11-2025,,"ml,bug,data",24,,,0,11,07-10-2025,Create onboarding emails Testing and QA tasks,create onboarding email testing qa task,2025-11-01 23:47:31.673910,3,5,3
TASK-0134,Create dashboard widgets,Backend APIs and integration,Medium,Done,Esha,Dashboard,18-07-2025,20-08-2025,13-08-2025,"ml,frontend,ux",4,6.0,,100,15,28-09-2025,Create dashboard widgets Backend APIs and integration,create dashboard widget backend apis integration,2025-11-10 23:47:31.673910,12,6,3
TASK-0135,Add feature flags,Documentation and handover,Low,In Progress,Faisal,Ops,11-10-2025,22-10-2025,,"api,frontend",24,,,13,0,15-10-2025,Add feature flags Documentation and handover,add feature flag documentation handover,2025-10-31 23:47:31.673910,2,5,2
TASK-0136,Conduct A/B test,Customer-facing improvements,High,Todo,Faisal,Platform,09-08-2025,20-09-2025,,performance,8,,,0,1,10-08-2025,Conduct A/B test Customer-facing improvements,conduct test customer facing improvement,2025-11-07 23:47:31.673910,9,3,1
TASK-0137,Investigate latency issue,Frontend design and interaction,Medium,In Progress,Harish,Scheduler,05-10-2025,08-11-2025,,"devops,bug",16,,TASK-58,75,12,08-10-2025,Investigate latency issue Frontend design and interaction,investigate latency issue frontend design interaction,2025-10-29 23:47:31.673910,0,8,3
TASK-0138,Create task scheduler,Documentation and handover,Medium,In Progress,Bhanu,ML-Pipeline,18-08-2025,10-09-2025,,api,4,,TASK-106,9,0,09-10-2025,Create task scheduler Documentation and handover,create task scheduler documentation handover,2025-11-01 23:47:31.673910,3,2,3
TASK-0139,Create task scheduler,Customer-facing improvements,Critical,Review,Irfan,Platform,18-09-2025,01-11-2025,,"api,bug,data",4,,,80,15,10-10-2025,Create task scheduler Customer-facing improvements,create task scheduler customer facing improvement,2025-11-07 23:47:31.673910,9,8,0
TASK-0140,Add feature flags,Testing and QA tasks,High,Todo,Deepak,Onboarding,01-09-2025,26-09-2025,,"research,data,bug",4,,TASK-43,0,3,17-09-2025,Add feature flags Testing and QA tasks,add feature flag testing qa task,2025-10-29 23:47:31.673910,0,4,1
TASK-0141,Fix production bug - payment,Data pipeline and ETL,Low,Done,Gayathri,Payments,17-08-2025,01-09-2025,27-08-2025,performance,4,6.0,,100,14,28-09-2025,Fix production bug - payment Data pipeline and ETL,fix production bug payment data pipeline etl,2025-10-31 23:47:31.673910,2,8,2
TASK-0142,Refactor legacy code,DevOps tasks for deployment,Low,In Progress,Irfan,Onboarding,05-08-2025,04-09-2025,,"api,data,ml",40,,TASK-33,18,10,08-10-2025,Refactor legacy code DevOps tasks for deployment,refactor legacy code devops task deployment,2025-11-04 23:47:31.673910,6,8,2
TASK-0143,Implement role based access,Performance improvements and profiling,Medium,Review,Deepak,Notifications,25-08-2025,18-09-2025,,"api,ml",8,,,79,10,09-10-2025,Implement role based access Performance improvements and profiling,implement role based access performance improvement profiling,2025-11-02 23:47:31.673910,4,8,3
TASK-0144,Implement caching layer,DevOps tasks for deployment,Medium,Todo,Jaya,Notifications,19-07-2025,13-08-2025,,"ml,ux,bug",4,,,0,13,13-10-2025,Implement caching layer DevOps tasks for deployment,implement caching layer devops task deployment,2025-10-30 23:47:31.673910,1,2,3
TASK-0145,Implement caching layer,DevOps tasks for deployment,Low,Done,Aisha,Platform,01-10-2025,05-10-2025,07-10-2025,backend,4,3.0,,100,4,14-10-2025,Implement caching layer DevOps tasks for deployment,implement caching layer devops task deployment,2025-11-01 23:47:31.673910,3,5,2
TASK-0146,Implement auth API,Model training and evaluation,Low,In Progress,Faisal,ML-Pipeline,01-10-2025,12-11-2025,,"data,devops,performance",8,,,41,12,07-10-2025,Implement auth API Model training and evaluation,implement auth api model training evaluation,2025-11-11 23:47:31.673910,13,7,2
TASK-0147,Deploy model to staging,Testing and QA tasks,Critical,Todo,Esha,Payments,27-07-2025,27-08-2025,,bug,40,,,0,9,22-09-2025,Deploy model to staging Testing and QA tasks,deploy model staging testing qa task,2025-11-05 23:47:31.673910,7,8,0
TASK-0148,Create dashboard widgets,Backend APIs and integration,Low,Todo,Irfan,AuthService,27-08-2025,01-09-2025,,"research,data",16,,TASK-66,0,4,29-08-2025,Create dashboard widgets Backend APIs and integration,create dashboard widget backend apis integration,2025-11-08 23:47:31.673910,10,7,2
TASK-0149,Build notification service,Testing and QA tasks,Medium,Blocked,Jaya,Notifications,13-08-2025,21-09-2025,,"bug,frontend,ux",40,,,4,5,05-10-2025,Build notification service Testing and QA tasks,build notification service testing qa task,2025-11-03 23:47:31.673910,5,6,3
TASK-0150,Prototype new UI,DevOps tasks for deployment,Medium,In Progress,Deepak,Analytics,02-09-2025,28-09-2025,,"devops,data",24,,,6,14,17-09-2025,Prototype new UI DevOps tasks for deployment,prototype new ui devops task deployment,2025-11-02 23:47:31.673910,4,2,3
TASK-0151,Implement role based access,Customer-facing improvements,Critical,Todo,Aisha,Analytics,27-08-2025,06-09-2025,,"research,data",16,,TASK-133,0,14,27-09-2025,Implement role based access Customer-facing improvements,implement role based access customer facing improvement,2025-11-11 23:47:31.673910,13,3,0
TASK-0152,Implement auth API,Model training and evaluation,High,Todo,Irfan,AuthService,02-10-2025,15-10-2025,,"data,backend,frontend",8,,,0,3,05-10-2025,Implement auth API Model training and evaluation,implement auth api model training evaluation,2025-11-04 23:47:31.673910,6,7,1
TASK-0153,Prototype new UI,Performance improvements and profiling,Medium,Done,Chitra,Onboarding,17-08-2025,10-09-2025,18-08-2025,frontend,4,3.0,,100,8,12-09-2025,Prototype new UI Performance improvements and profiling,prototype new ui performance improvement profiling,2025-11-05 23:47:31.673910,7,3,3
TASK-0154,Evaluate model accuracy,Documentation and handover,Medium,In Progress,Aisha,Dashboard,20-07-2025,30-07-2025,,"backend,frontend,ux",4,,,69,9,05-10-2025,Evaluate model accuracy Documentation and handover,evaluate model accuracy documentation handover,2025-11-01 23:47:31.673910,3,3,3
TASK-0155,Create task scheduler,Model training and evaluation,High,In Progress,Gayathri,Onboarding,15-08-2025,28-08-2025,,"devops,ml,performance",40,,,23,0,19-09-2025,Create task scheduler Model training and evaluation,create task scheduler model training evaluation,2025-11-10 23:47:31.673910,12,8,1
TASK-0156,Create data backup job,DevOps tasks for deployment,Low,Todo,Jaya,Ops,25-08-2025,01-10-2025,,"frontend,research,devops",16,,,0,5,08-09-2025,Create data backup job DevOps tasks for deployment,create data backup job devops task deployment,2025-11-01 23:47:31.673910,3,7,2
